Customer_ID,Month,Previous_Reading,Current_Reading,Consumption_m3,Amount_Billed_RWF,Amount_Paid_RWF,Outstanding_Balance_RWF,Payment_Status,Meter_Status
CUST-000773,2025-01,1449.1,1470.2,21.1,13105.0,13105.0,0.0,Paid,Normal
CUST-000773,2025-02,1470.2,1488.3,18.1,11455.0,11455.0,0.0,Paid,Normal
CUST-000773,2025-03,1488.3,1505.3,17.0,10850.0,10850.0,0.0,Paid,Normal
CUST-000773,2025-04,1505.3,1523.1,17.8,11290.0,0.0,11290.0,Unpaid,Normal
CUST-000773,2025-05,1523.1,1540.5,17.4,11070.0,11070.0,0.0,Paid,Normal
CUST-000773,2025-06,1540.5,1562.6,22.1,13655.0,13655.0,0.0,Paid,Normal
CUST-000773,2025-07,1562.6,1585.0,22.4,13820.0,13820.0,0.0,Paid,Normal
CUST-000773,2025-08,1585.0,1610.7,25.7,15635.0,15635.0,0.0,Paid,Normal
CUST-000773,2025-09,1610.7,1631.3,20.6,12830.0,12830.0,0.0,Paid,Normal
CUST-000773,2025-10,1631.3,1651.5,20.2,12610.0,4995.0,7615.0,Partial,Normal
CUST-000773,2025-11,1651.5,1672.8,21.3,13215.0,13215.0,0.0,Paid,Estimated
CUST-000773,2025-12,1672.8,1694.3,21.5,13325.0,13325.0,0.0,Paid,Normal
CUST-000774,2024-01,3445.3,3468.1,22.8,14040.0,14040.0,0.0,Paid,Normal
CUST-000774,2024-02,3468.1,3491.6,23.5,14425.0,14425.0,0.0,Paid,Normal
CUST-000774,2024-03,3491.6,3513.0,21.4,13270.0,13270.0,0.0,Paid,Normal
CUST-000774,2024-04,3513.0,3535.3,22.3,13765.0,13765.0,0.0,Paid,Normal
CUST-000774,2024-05,3535.3,3557.8,22.5,13875.0,0.0,13875.0,Unpaid,Normal
CUST-000774,2024-06,3557.8,3581.6,23.8,14590.0,14590.0,0.0,Paid,Normal
CUST-000774,2024-07,3581.6,3598.9,17.3,11015.0,11015.0,0.0,Paid,Normal
CUST-000774,2024-08,3598.9,3623.6,24.7,15085.0,4819.0,10266.0,Partial,Normal
CUST-000774,2024-09,3623.6,3642.9,19.3,12115.0,12115.0,0.0,Paid,Normal
CUST-000774,2024-10,3642.9,3666.0,23.1,14205.0,14205.0,0.0,Paid,Normal
CUST-000774,2024-11,3666.0,3685.4,19.4,12170.0,12170.0,0.0,Paid,Normal
CUST-000774,2024-12,3685.4,3706.5,21.1,13105.0,13105.0,0.0,Paid,Faulty
CUST-000774,2025-01,3706.5,3727.0,20.5,12775.0,12775.0,0.0,Paid,Normal
CUST-000774,2025-02,3727.0,3751.8,24.8,15140.0,15140.0,0.0,Paid,Normal
CUST-000774,2025-03,3751.8,3770.4,18.6,11730.0,11730.0,0.0,Paid,Normal
CUST-000774,2025-04,3770.4,3787.8,17.4,11070.0,11070.0,0.0,Paid,Normal
CUST-000774,2025-05,3787.8,3803.9,16.1,10355.0,10355.0,0.0,Paid,Normal
CUST-000774,2025-06,3803.9,3832.1,28.2,17010.0,17010.0,0.0,Paid,Normal
CUST-000774,2025-07,3832.1,3852.6,20.5,12775.0,12775.0,0.0,Paid,Normal
CUST-000774,2025-08,3852.6,3872.8,20.2,12610.0,6244.0,6366.0,Partial,Normal
CUST-000774,2025-09,3872.8,3892.7,19.9,12445.0,12445.0,0.0,Paid,Normal
CUST-000774,2025-10,3892.7,3915.8,23.1,14205.0,9960.0,4245.0,Partial,Normal
CUST-000774,2025-11,3915.8,3938.4,22.6,13930.0,13930.0,0.0,Paid,Normal
CUST-000774,2025-12,3938.4,3958.5,20.1,12555.0,12555.0,0.0,Paid,Normal
CUST-000775,2025-12,2589.6,3074.5,484.9,268195.0,105395.0,162800.0,Partial,Normal
CUST-000776,2024-11,3575.4,3594.1,18.7,11785.0,11785.0,0.0,Paid,Normal
CUST-000776,2024-12,3594.1,3623.9,29.8,17890.0,17890.0,0.0,Paid,Normal
CUST-000776,2025-01,3623.9,3651.7,27.8,16790.0,0.0,16790.0,Unpaid,Normal
CUST-000776,2025-02,3651.7,3679.6,27.9,16845.0,16845.0,0.0,Paid,Normal
CUST-000776,2025-03,3679.6,3700.8,21.2,13160.0,13160.0,0.0,Paid,Normal
CUST-000776,2025-04,3700.8,3728.8,28.0,16900.0,16900.0,0.0,Paid,Normal
CUST-000776,2025-05,3728.8,3751.9,23.1,14205.0,14205.0,0.0,Paid,Normal
CUST-000776,2025-06,3751.9,3775.5,23.6,14480.0,14480.0,0.0,Paid,Normal
CUST-000776,2025-07,3775.5,3803.7,28.2,17010.0,0.0,17010.0,Unpaid,Normal
CUST-000776,2025-08,3803.7,3832.1,28.4,17120.0,10365.0,6755.0,Partial,Normal
CUST-000776,2025-09,3832.1,3856.2,24.1,14755.0,8274.0,6481.0,Partial,Normal
CUST-000776,2025-10,3856.2,3882.4,26.2,15910.0,0.0,15910.0,Unpaid,Normal
CUST-000776,2025-11,3882.4,3906.8,24.4,14920.0,14920.0,0.0,Paid,Normal
CUST-000776,2025-12,3906.8,3941.7,34.9,20695.0,8623.0,12072.0,Partial,Normal
CUST-000777,2024-01,2470.5,2495.2,24.7,15085.0,15085.0,0.0,Paid,Normal
CUST-000777,2024-02,2495.2,2519.7,24.5,14975.0,14975.0,0.0,Paid,Normal
CUST-000777,2024-03,2519.7,2536.3,16.6,10630.0,10630.0,0.0,Paid,Normal
CUST-000777,2024-04,2536.3,2557.4,21.1,13105.0,13105.0,0.0,Paid,Normal
CUST-000777,2024-05,2557.4,2576.4,19.0,11950.0,15604.0,0.0,Paid,Normal
CUST-000777,2024-06,2576.4,2601.2,24.8,15140.0,15140.0,0.0,Paid,Normal
CUST-000777,2024-07,2601.2,2627.8,26.6,16130.0,16130.0,0.0,Paid,Normal
CUST-000777,2024-08,2627.8,2653.5,25.7,15635.0,15635.0,0.0,Paid,Normal
CUST-000777,2024-09,2653.5,2670.1,16.6,10630.0,0.0,10630.0,Unpaid,Normal
CUST-000777,2024-10,2670.1,2693.3,23.2,14260.0,14260.0,0.0,Paid,Normal
CUST-000777,2024-11,2693.3,2713.6,20.3,12665.0,12665.0,0.0,Paid,Normal
CUST-000777,2024-12,2713.6,2738.2,24.6,15030.0,8238.0,6792.0,Partial,Normal
CUST-000777,2025-01,2738.2,2762.4,24.2,14810.0,14810.0,0.0,Paid,Normal
CUST-000777,2025-02,2762.4,2782.9,20.5,12775.0,12775.0,0.0,Paid,Normal
CUST-000777,2025-03,2782.9,2800.5,17.6,11180.0,11180.0,0.0,Paid,Normal
CUST-000777,2025-04,2800.5,2824.8,24.3,14865.0,12596.0,2269.0,Partial,Normal
CUST-000777,2025-05,2824.8,2844.8,20.0,12500.0,12500.0,0.0,Paid,Normal
CUST-000777,2025-06,2844.8,2866.1,21.3,13215.0,13215.0,0.0,Paid,Normal
CUST-000777,2025-07,2866.1,2884.7,18.6,11730.0,14863.0,0.0,Paid,Normal
CUST-000777,2025-08,2884.7,2906.2,21.5,13325.0,13325.0,0.0,Paid,Normal
CUST-000777,2025-09,2906.2,2924.9,18.7,11785.0,11785.0,0.0,Paid,Normal
CUST-000777,2025-10,2924.9,2947.3,22.4,13820.0,0.0,13820.0,Unpaid,Normal
CUST-000777,2025-11,2947.3,2965.4,18.1,11455.0,7544.0,3911.0,Partial,Normal
CUST-000777,2025-12,2965.4,2990.2,24.8,15140.0,15140.0,0.0,Paid,Normal
CUST-000778,2024-04,2261.9,2603.6,341.7,189435.0,189435.0,0.0,Paid,Estimated
CUST-000778,2024-05,2603.6,2951.7,348.1,192955.0,0.0,192955.0,Unpaid,Normal
CUST-000778,2024-06,2951.7,3289.5,337.8,187290.0,187290.0,0.0,Paid,Normal
CUST-000778,2024-07,3289.5,3669.2,379.7,210335.0,210335.0,0.0,Paid,Normal
CUST-000778,2024-08,3669.2,4044.0,374.8,207640.0,207640.0,0.0,Paid,Normal
CUST-000778,2024-09,4044.0,4417.1,373.1,206705.0,206705.0,0.0,Paid,Normal
CUST-000778,2024-10,4417.1,4819.8,402.7,222985.0,76184.0,146801.0,Partial,Normal
CUST-000778,2024-11,4819.8,5137.5,317.7,176235.0,72933.0,103302.0,Partial,Normal
CUST-000778,2024-12,5137.5,5514.1,376.6,208630.0,208630.0,0.0,Paid,Normal
CUST-000778,2025-01,5514.1,5945.6,431.5,238825.0,238825.0,0.0,Paid,Normal
CUST-000778,2025-02,5945.6,6334.3,388.7,215285.0,215285.0,0.0,Paid,Normal
CUST-000778,2025-03,6334.3,6616.8,282.5,156875.0,0.0,156875.0,Unpaid,Normal
CUST-000778,2025-04,6616.8,6980.4,363.6,201480.0,201480.0,0.0,Paid,Normal
CUST-000778,2025-05,6980.4,7266.1,285.7,158635.0,158635.0,0.0,Paid,Normal
CUST-000778,2025-06,7266.1,7684.9,418.8,231840.0,231840.0,0.0,Paid,Normal
CUST-000778,2025-07,7684.9,8071.6,386.7,214185.0,214185.0,0.0,Paid,Normal
CUST-000778,2025-08,8071.6,8449.3,377.7,209235.0,209235.0,0.0,Paid,Estimated
CUST-000778,2025-09,8449.3,11584.668398402247,3135.368398402248,1725953.0,187400.0,0.0,Paid,Normal
CUST-000778,2025-10,8787.3,9163.9,376.6,208630.0,208630.0,0.0,Paid,Normal
CUST-000778,2025-11,9163.9,9559.1,395.2,218860.0,0.0,218860.0,Unpaid,Normal
CUST-000778,2025-12,9559.1,10049.0,489.9,270945.0,0.0,270945.0,Unpaid,Faulty
CUST-000779,2024-01,911.8,934.3,22.5,13875.0,6264.0,7611.0,Partial,Normal
CUST-000779,2024-02,934.3,956.9,22.6,13930.0,13930.0,0.0,Paid,Normal
CUST-000779,2024-03,956.9,978.7,21.8,13490.0,13490.0,0.0,Paid,Normal
CUST-000779,2024-04,978.7,1001.5,22.8,14040.0,10937.0,3103.0,Partial,Normal
CUST-000779,2024-05,1001.5,1021.6,20.1,12555.0,12555.0,0.0,Paid,Normal
CUST-000779,2024-06,1021.6,1046.8,25.2,15360.0,5655.0,9705.0,Partial,Normal
CUST-000779,2024-07,1046.8,1071.5,24.7,15085.0,15085.0,0.0,Paid,Estimated
CUST-000779,2024-08,1071.5,1094.7,23.2,14260.0,14260.0,0.0,Paid,Normal
CUST-000779,2024-09,1094.7,1111.8,17.1,10905.0,10905.0,0.0,Paid,Normal
CUST-000779,2024-10,1111.8,1132.5,20.7,12885.0,12885.0,0.0,Paid,Normal
CUST-000779,2024-11,1132.5,1155.8,23.3,14315.0,0.0,14315.0,Unpaid,Normal
CUST-000779,2024-12,1155.8,1177.7,21.9,13545.0,13545.0,0.0,Paid,Normal
CUST-000779,2025-01,1177.7,1201.7,24.0,14700.0,14700.0,0.0,Paid,Normal
CUST-000779,2025-02,1201.7,1226.5,24.8,15140.0,15140.0,0.0,Paid,Normal
CUST-000779,2025-03,1226.5,1245.0,18.5,11675.0,11675.0,0.0,Paid,Normal
CUST-000779,2025-04,1245.0,1266.0,21.0,13050.0,13050.0,0.0,Paid,Normal
CUST-000779,2025-05,1266.0,1282.8,16.8,10740.0,5645.0,5095.0,Partial,Normal
CUST-000779,2025-06,1282.8,1306.8,24.0,14700.0,14700.0,0.0,Paid,Normal
CUST-000779,2025-07,1306.8,1329.3,22.5,13875.0,0.0,13875.0,Unpaid,Normal
CUST-000779,2025-08,1329.3,1353.6,24.3,14865.0,14865.0,0.0,Paid,Normal
CUST-000779,2025-09,1353.6,1373.8,20.2,12610.0,0.0,12610.0,Unpaid,Normal
CUST-000779,2025-10,1373.8,1393.3,19.5,12225.0,7597.0,4628.0,Partial,Normal
CUST-000779,2025-11,1393.3,1412.3,19.0,11950.0,11950.0,0.0,Paid,Normal
CUST-000779,2025-12,1412.3,1432.1,19.8,12390.0,5806.0,6584.0,Partial,Normal
CUST-000780,2024-01,449.6,488.5,38.9,22895.0,22895.0,0.0,Paid,Normal
CUST-000780,2024-02,488.5,527.8,39.3,23115.0,23115.0,0.0,Paid,Normal
CUST-000780,2024-03,527.8,548.8,21.0,13050.0,13050.0,0.0,Paid,Normal
CUST-000780,2024-04,548.8,578.0,29.2,17560.0,17560.0,0.0,Paid,Normal
CUST-000780,2024-05,578.0,604.6,26.6,16130.0,16130.0,0.0,Paid,Normal
CUST-000780,2024-06,604.6,641.3,36.7,21685.0,21685.0,0.0,Paid,Normal
CUST-000780,2024-07,641.3,675.0,33.7,20035.0,20035.0,0.0,Paid,Normal
CUST-000780,2024-08,675.0,702.1,27.1,16405.0,16405.0,0.0,Paid,Normal
CUST-000780,2024-09,702.1,729.5,27.4,16570.0,0.0,16570.0,Unpaid,Normal
CUST-000780,2024-10,729.5,755.2,25.7,15635.0,15635.0,0.0,Paid,Normal
CUST-000780,2024-11,755.2,786.1,30.9,18495.0,18495.0,0.0,Paid,Normal
CUST-000780,2024-12,786.1,814.1,28.0,16900.0,16900.0,0.0,Paid,Normal
CUST-000780,2025-01,814.1,845.6,31.5,18825.0,6734.0,12091.0,Partial,Faulty
CUST-000780,2025-02,845.6,874.8,29.2,17560.0,17560.0,0.0,Paid,Normal
CUST-000780,2025-03,874.8,901.1,26.3,15965.0,15965.0,0.0,Paid,Normal
CUST-000780,2025-04,901.1,926.7,25.6,15580.0,15580.0,0.0,Paid,Normal
CUST-000780,2025-05,926.7,955.1,28.4,17120.0,9025.0,8095.0,Partial,Normal
CUST-000780,2025-06,955.1,991.3,36.2,21410.0,21410.0,0.0,Paid,Normal
CUST-000780,2025-07,991.3,1023.1,31.8,18990.0,18990.0,0.0,Paid,Normal
CUST-000780,2025-08,1023.1,1056.8,33.7,20035.0,20035.0,0.0,Paid,Normal
CUST-000780,2025-09,1056.8,1085.8,29.0,17450.0,17450.0,0.0,Paid,Normal
CUST-000780,2025-10,1085.8,1113.0,27.2,16460.0,16460.0,0.0,Paid,Normal
CUST-000780,2025-11,1113.0,1141.4,28.4,17120.0,0.0,17120.0,Unpaid,Estimated
CUST-000780,2025-12,1141.4,1179.2,37.8,22290.0,22290.0,0.0,Paid,Normal
CUST-000781,2024-01,3242.2,3259.0,16.8,10740.0,10740.0,0.0,Paid,Normal
CUST-000781,2024-02,3259.0,3276.2,17.2,10960.0,9101.0,1859.0,Partial,Normal
CUST-000781,2024-03,3276.2,3290.5,14.3,9365.0,5351.0,4014.0,Partial,Normal
CUST-000781,2024-04,3290.5,3304.0,13.5,8925.0,8925.0,0.0,Paid,Normal
CUST-000781,2024-05,3304.0,3319.7,15.7,10135.0,3508.0,6627.0,Partial,Normal
CUST-000781,2024-06,3319.7,3338.0,18.3,11565.0,9035.0,2530.0,Partial,Normal
CUST-000781,2024-07,3338.0,3358.0,20.0,12500.0,12500.0,0.0,Paid,Normal
CUST-000781,2024-08,3358.0,3373.9,15.9,10245.0,0.0,10245.0,Unpaid,Normal
CUST-000781,2024-09,3373.9,3389.0,15.1,9805.0,6621.0,3184.0,Partial,Normal
CUST-000781,2024-10,3389.0,3403.6,14.6,9530.0,7790.0,1740.0,Partial,Normal
CUST-000781,2024-11,3403.6,3417.5,13.9,9145.0,6212.0,2933.0,Partial,Normal
CUST-000781,2024-12,3417.5,3435.5,18.0,11400.0,0.0,11400.0,Unpaid,Normal
CUST-000781,2025-01,3435.5,3452.7,17.2,10960.0,10960.0,0.0,Paid,Normal
CUST-000781,2025-02,3452.7,3471.3,18.6,11730.0,11730.0,0.0,Paid,Normal
CUST-000781,2025-03,3471.3,3480.8,9.5,6725.0,6725.0,0.0,Paid,Normal
CUST-000781,2025-04,3480.8,3498.1,17.3,11015.0,5498.0,5517.0,Partial,Normal
CUST-000781,2025-05,3498.1,3513.3,15.2,9860.0,8232.0,1628.0,Partial,Normal
CUST-000781,2025-06,3513.3,3529.2,15.9,10245.0,10245.0,0.0,Paid,Normal
CUST-000781,2025-07,3529.2,3546.7,17.5,11125.0,11125.0,0.0,Paid,Normal
CUST-000781,2025-08,3546.7,3563.0,16.3,10465.0,10465.0,0.0,Paid,Normal
CUST-000781,2025-09,3563.0,3580.4,17.4,11070.0,0.0,11070.0,Unpaid,Normal
CUST-000781,2025-10,3580.4,3592.8,12.4,8320.0,5030.0,3290.0,Partial,Normal
CUST-000781,2025-11,3592.8,3606.7,13.9,9145.0,9145.0,0.0,Paid,Normal
CUST-000781,2025-12,3606.7,3606.7,0.0,1500.0,11180.0,0.0,Paid,Normal
CUST-000782,2024-01,1950.4,1972.0,21.6,13380.0,13380.0,0.0,Paid,Normal
CUST-000782,2024-02,1972.0,1988.6,16.6,10630.0,10630.0,0.0,Paid,Normal
CUST-000782,2024-03,1988.6,2001.6,13.0,8650.0,8650.0,0.0,Paid,Normal
CUST-000782,2024-04,2001.6,1995.642929288767,-1.0,10795.0,4481.0,6314.0,Partial,Normal
CUST-000782,2024-05,2018.5,2033.6,15.1,9805.0,9805.0,0.0,Paid,Normal
CUST-000782,2024-06,2033.6,2050.1,16.5,10575.0,10575.0,0.0,Paid,Normal
CUST-000782,2024-07,2050.1,2064.5,14.4,9420.0,6445.0,2975.0,Partial,Normal
CUST-000782,2024-08,2064.5,2083.8,19.3,12115.0,12115.0,0.0,Paid,Normal
CUST-000782,2024-09,2083.8,2099.8,16.0,10300.0,10300.0,0.0,Paid,Normal
CUST-000782,2024-10,2099.8,2115.0,15.2,9860.0,9860.0,0.0,Paid,Normal
CUST-000782,2024-11,2115.0,2131.8,16.8,10740.0,14908.0,0.0,Paid,Normal
CUST-000782,2024-12,2131.8,2150.2,18.4,11620.0,0.0,11620.0,Unpaid,Normal
CUST-000782,2025-01,2150.2,2169.1,18.9,11895.0,11895.0,0.0,Paid,Normal
CUST-000782,2025-02,2169.1,2187.7,18.6,11730.0,11730.0,0.0,Paid,Normal
CUST-000782,2025-03,2187.7,2203.1,15.4,9970.0,0.0,9970.0,Unpaid,Normal
CUST-000782,2025-04,2203.1,2220.9,17.8,11290.0,11290.0,0.0,Paid,Normal
CUST-000782,2025-05,2220.9,2233.2,12.3,8265.0,8265.0,0.0,Paid,Estimated
CUST-000782,2025-06,2233.2,2249.5,16.3,10465.0,10465.0,0.0,Paid,Normal
CUST-000782,2025-07,2249.5,2269.5,20.0,12500.0,12500.0,0.0,Paid,Normal
CUST-000782,2025-08,2269.5,2286.8,17.3,11015.0,11015.0,0.0,Paid,Normal
CUST-000782,2025-09,2286.8,2302.6,15.8,10190.0,0.0,10190.0,Unpaid,Normal
CUST-000782,2025-10,2302.6,2316.5,13.9,9145.0,9145.0,0.0,Paid,Normal
CUST-000782,2025-11,2316.5,2333.8,17.3,11015.0,6149.0,4866.0,Partial,Normal
CUST-000782,2025-12,2333.8,2353.3,19.5,12225.0,0.0,12225.0,Unpaid,Normal
CUST-000783,2024-01,3490.8,3527.4,36.6,21630.0,21630.0,0.0,Paid,Normal
CUST-000783,2024-02,3527.4,3555.5,28.1,16955.0,16955.0,0.0,Paid,Normal
CUST-000783,2024-03,3555.5,3578.8,23.3,14315.0,14315.0,0.0,Paid,Normal
CUST-000783,2024-04,3578.8,3611.5,32.7,19485.0,19485.0,0.0,Paid,Normal
CUST-000783,2024-05,3611.5,3633.2,21.7,13435.0,13435.0,0.0,Paid,Normal
CUST-000783,2024-06,3633.2,3666.8,33.6,19980.0,19980.0,0.0,Paid,Normal
CUST-000783,2024-07,3666.8,3666.8,0.0,1500.0,17835.0,0.0,Paid,Normal
CUST-000783,2024-08,3696.5,3724.9,28.4,17120.0,17120.0,0.0,Paid,Normal
CUST-000783,2024-09,3724.9,3752.2,27.3,16515.0,10856.0,5659.0,Partial,Normal
CUST-000783,2024-10,3752.2,3782.8,30.6,18330.0,18330.0,0.0,Paid,Faulty
CUST-000783,2024-11,3782.8,3806.1,23.3,14315.0,14315.0,0.0,Paid,Normal
CUST-000783,2024-12,3806.1,3833.8,27.7,16735.0,16735.0,0.0,Paid,Normal
CUST-000783,2025-01,3833.8,3867.0,33.2,19760.0,19760.0,0.0,Paid,Normal
CUST-000783,2025-02,3867.0,3898.3,31.3,18715.0,18715.0,0.0,Paid,Normal
CUST-000783,2025-03,3898.3,3927.9,29.6,17780.0,17780.0,0.0,Paid,Normal
CUST-000783,2025-04,3927.9,3959.3,31.4,18770.0,12159.0,6611.0,Partial,Normal
CUST-000783,2025-05,3959.3,3983.0,23.7,14535.0,14535.0,0.0,Paid,Normal
CUST-000783,2025-06,3983.0,4011.8,28.8,17340.0,0.0,17340.0,Unpaid,Faulty
CUST-000783,2025-07,4011.8,4040.6,28.8,17340.0,17340.0,0.0,Paid,Normal
CUST-000783,2025-08,4040.6,4071.5,30.9,18495.0,18495.0,0.0,Paid,Normal
CUST-000783,2025-09,4071.5,4097.6,26.1,15855.0,7044.0,8811.0,Partial,Normal
CUST-000783,2025-10,4097.6,4123.5,25.9,15745.0,15745.0,0.0,Paid,Normal
CUST-000783,2025-11,4123.5,4148.9,25.4,15470.0,15470.0,0.0,Paid,Normal
CUST-000783,2025-12,4148.9,4184.8,35.9,21245.0,21245.0,0.0,Paid,Normal
CUST-000784,2024-01,3262.6,3280.3,17.7,11235.0,11235.0,0.0,Paid,Normal
CUST-000784,2024-02,3280.3,3296.4,16.1,10355.0,10355.0,0.0,Paid,Normal
CUST-000784,2024-03,3296.4,3312.2,15.8,10190.0,10190.0,0.0,Paid,Normal
CUST-000784,2024-04,3312.2,3327.2,15.0,9750.0,5792.0,3958.0,Partial,Normal
CUST-000784,2024-05,3327.2,3344.4,17.2,10960.0,0.0,10960.0,Unpaid,Normal
CUST-000784,2024-06,3344.4,3359.3,14.9,9695.0,5640.0,4055.0,Partial,Normal
CUST-000784,2024-07,3359.3,3378.8,19.5,12225.0,10064.0,2161.0,Partial,Normal
CUST-000784,2024-08,3378.8,3395.6,16.8,10740.0,10740.0,0.0,Paid,Faulty
CUST-000784,2024-09,3395.6,3411.9,16.3,10465.0,10465.0,0.0,Paid,Normal
CUST-000784,2024-10,3411.9,3432.0,20.1,12555.0,4175.0,8380.0,Partial,Normal
CUST-000784,2024-11,3432.0,3447.9,15.9,10245.0,10245.0,0.0,Paid,Normal
CUST-000784,2024-12,3447.9,3468.6,20.7,12885.0,12885.0,0.0,Paid,Normal
CUST-000784,2025-01,3468.6,3486.9,18.3,11565.0,11565.0,0.0,Paid,Estimated
CUST-000784,2025-02,3486.9,3506.4,19.5,12225.0,12225.0,0.0,Paid,Normal
CUST-000784,2025-03,3506.4,3526.6,20.2,12610.0,12610.0,0.0,Paid,Normal
CUST-000784,2025-04,3526.6,3542.0,15.4,9970.0,9970.0,0.0,Paid,Normal
CUST-000784,2025-05,3542.0,3554.5,12.5,8375.0,5967.0,2408.0,Partial,Normal
CUST-000784,2025-06,3554.5,3576.7,22.2,13710.0,9021.0,4689.0,Partial,Normal
CUST-000784,2025-07,3576.7,3598.9,22.2,13710.0,13710.0,0.0,Paid,Normal
CUST-000784,2025-08,3598.9,3612.4,13.5,8925.0,8925.0,0.0,Paid,Normal
CUST-000784,2025-09,3612.4,3623.4,11.0,7550.0,2573.0,4977.0,Partial,Normal
CUST-000784,2025-10,3623.4,3638.5,15.1,9805.0,6140.0,3665.0,Partial,Normal
CUST-000784,2025-11,3638.5,3655.1,16.6,10630.0,0.0,10630.0,Unpaid,Normal
CUST-000784,2025-12,3655.1,3676.6,21.5,13325.0,9607.0,3718.0,Partial,Normal
CUST-000785,2024-01,3703.2,3728.9,25.7,15635.0,15635.0,0.0,Paid,Normal
CUST-000785,2024-02,3728.9,3764.1,35.2,20860.0,20860.0,0.0,Paid,Faulty
CUST-000785,2024-03,3764.1,3790.5,26.4,16020.0,16020.0,0.0,Paid,Normal
CUST-000785,2024-04,3790.5,3813.8,23.3,14315.0,14315.0,0.0,Paid,Estimated
CUST-000785,2024-05,3813.8,3840.9,27.1,16405.0,12001.0,4404.0,Partial,Normal
CUST-000785,2024-06,3840.9,3872.7,31.8,18990.0,18990.0,0.0,Paid,Normal
CUST-000785,2024-07,3872.7,3906.8,34.1,20255.0,20255.0,0.0,Paid,Normal
CUST-000785,2024-08,3906.8,3937.2,30.4,18220.0,15068.0,3152.0,Partial,Normal
CUST-000785,2024-09,3937.2,3963.9,26.7,16185.0,16185.0,0.0,Paid,Normal
CUST-000785,2024-10,3963.9,3993.5,29.6,17780.0,17780.0,0.0,Paid,Normal
CUST-000785,2024-11,3993.5,4015.3,21.8,13490.0,13490.0,0.0,Paid,Estimated
CUST-000785,2024-12,4015.3,4043.4,28.1,16955.0,0.0,16955.0,Unpaid,Normal
CUST-000785,2025-01,4043.4,4068.8,25.4,15470.0,15470.0,0.0,Paid,Normal
CUST-000785,2025-02,4068.8,4093.9,25.1,15305.0,15305.0,0.0,Paid,Normal
CUST-000785,2025-03,4093.9,4124.8,30.9,18495.0,18495.0,0.0,Paid,Normal
CUST-000785,2025-04,4124.8,4154.9,30.1,18055.0,18055.0,0.0,Paid,Normal
CUST-000785,2025-05,4154.9,4186.4,31.5,18825.0,18825.0,0.0,Paid,Normal
CUST-000785,2025-06,4186.4,4213.4,27.0,16350.0,16350.0,0.0,Paid,Estimated
CUST-000785,2025-07,4213.4,4246.4,33.0,19650.0,19650.0,0.0,Paid,Normal
CUST-000785,2025-08,4246.4,4280.0,33.6,19980.0,19980.0,0.0,Paid,Normal
CUST-000785,2025-09,4280.0,4308.3,28.3,17065.0,17065.0,0.0,Paid,Normal
CUST-000785,2025-10,4308.3,4335.1,26.8,16240.0,16240.0,0.0,Paid,Normal
CUST-000785,2025-11,4335.1,4356.0,20.9,12995.0,12995.0,0.0,Paid,Normal
CUST-000785,2025-12,4356.0,4386.4,30.4,18220.0,14659.0,3561.0,Partial,Normal
CUST-000786,2024-01,3292.3,3322.4,30.1,18055.0,18055.0,0.0,Paid,Normal
CUST-000786,2024-02,3322.4,3354.8,32.4,19320.0,19320.0,0.0,Paid,Estimated
CUST-000786,2024-03,3354.8,3384.2,29.4,17670.0,14099.0,3571.0,Partial,Normal
CUST-000786,2024-04,3384.2,3412.0,27.8,16790.0,6141.0,10649.0,Partial,Normal
CUST-000786,2024-05,3412.0,3434.9,22.9,14095.0,14095.0,0.0,Paid,Normal
CUST-000786,2024-06,3434.9,3467.5,32.6,19430.0,19430.0,0.0,Paid,Normal
CUST-000786,2024-07,3467.5,3499.5,32.0,19100.0,15334.0,3766.0,Partial,Normal
CUST-000786,2024-08,3499.5,3526.4,26.9,16295.0,16295.0,0.0,Paid,Normal
CUST-000786,2024-09,3526.4,3547.3,20.9,12995.0,12995.0,0.0,Paid,Faulty
CUST-000786,2024-10,3547.3,3569.4,22.1,13655.0,13655.0,0.0,Paid,Normal
CUST-000786,2024-11,3569.4,3602.2,32.8,19540.0,19540.0,0.0,Paid,Faulty
CUST-000786,2024-12,3602.2,3638.4,36.2,21410.0,21410.0,0.0,Paid,Normal
CUST-000786,2025-01,3638.4,3675.3,36.9,21795.0,21795.0,0.0,Paid,Normal
CUST-000786,2025-02,3675.3,3707.2,31.9,19045.0,19045.0,0.0,Paid,Normal
CUST-000786,2025-03,3707.2,3742.2,35.0,20750.0,14338.0,6412.0,Partial,Normal
CUST-000786,2025-04,3742.2,3774.0,31.8,18990.0,0.0,18990.0,Unpaid,Normal
CUST-000786,2025-05,3774.0,3769.239015094328,-1.0,17615.0,0.0,17615.0,Unpaid,Normal
CUST-000786,2025-06,3803.3,3836.4,33.1,19705.0,19705.0,0.0,Paid,Normal
CUST-000786,2025-07,3836.4,3867.7,31.3,18715.0,18715.0,0.0,Paid,Normal
CUST-000786,2025-08,3867.7,3899.1,31.4,18770.0,15069.0,3701.0,Partial,Normal
CUST-000786,2025-09,3899.1,3922.1,23.0,14150.0,0.0,14150.0,Unpaid,Normal
CUST-000786,2025-10,3922.1,3949.6,27.5,16625.0,16625.0,0.0,Paid,Normal
CUST-000786,2025-11,3949.6,3981.3,31.7,18935.0,18935.0,0.0,Paid,Normal
