Customer_ID,District,Sector,Cell,Customer_Type,Status,Connection_Date,Latitude,Longitude
CUST-000546,Kicukiro,Kicukiro,Kicukiro,Public Taps,Transferred,2022-05-18,-1.947106,30.110309
CUST-000547,Gasabo,Kinyinya,Murama,Residential,Active,2020-03-03,-1.915043,30.128385
CUST-000548,Nyarugenge,Nyarugenge,Biryogo,Residential,Disconnected,2022-01-29,-1.941013,30.080324
CUST-000549,Gasabo,Gatsata,Karuruma,Residential,Active,2020-11-29,-1.887181,30.135175
CUST-000550,Nyarugenge,Nyakabanda,Nyakabanda I,Residential,Active,2022-06-20,-1.958868,30.024292
CUST-000551,Nyarugenge,Kanyinya,Taba,Residential,Active,2022-01-20,-1.960479,30.03822
CUST-000552,Kicukiro,Niboye,Gatare,Residential,Active,2021-07-30,-1.976994,30.111033
CUST-000553,Kicukiro,Gatenga,Karambo,Residential,Disconnected,2023-01-23,-1.980225,30.098256
CUST-000554,Nyarugenge,Rwezamenyo,Rwezamenyo I,Residential,Active,2020-02-24,-1.958968,30.061565
CUST-000555,Kicukiro,Masaka,Cyimo,Residential,Active,2021-12-06,-1.948275,30.096063
CUST-000556,Nyarugenge,Kigali,Rwesero,Residential,Active,2022-12-22,-1.963394,29.998791
CUST-000557,Gasabo,Jabana,Kabuye,Residential,Active,2024-06-30,-1.885004,30.171513
CUST-000558,Nyarugenge,Rwezamenyo,Rwezamenyo II,Residential,Active,2025-12-09,-1.929368,30.043714
CUST-000559,Kicukiro,Kanombe,Busanza,Residential,Active,2021-03-25,-1.999209,30.080611
CUST-000560,Gasabo,Remera,Rukiri I,Residential,Active,2025-12-13,-1.909662,30.145726
CUST-000561,Gasabo,Rutunga,Gasabo,Non-Residential,Active,2020-03-12,-1.843914,30.142986
CUST-000562,Gasabo,Nduba,Butare,Residential,Active,2024-08-24,-1.942775,30.129974
CUST-000563,Nyarugenge,Nyamirambo,Mumena,Residential,Active,2024-02-29,-1.956168,30.068713
CUST-000564,Gasabo,Kinyinya,Kagugu,Residential,Active,2023-11-17,-1.867017,30.148811
CUST-000565,Kicukiro,Kigarama,Rwampara,Residential,Active,2021-08-19,-2.000247,30.040871
CUST-000566,Nyarugenge,Kigali,Ruriba,Residential,Disconnected,2024-01-14,-1.993932,29.990523
CUST-000567,Gasabo,Jali,Buhiza,Residential,Suspended,2021-12-26,-1.869833,30.08119
CUST-000568,Nyarugenge,Nyamirambo,Gasharu,Residential,Transferred,2025-05-23,-1.963188,30.111325
CUST-000569,Nyarugenge,Gitega,Gacyamo,Residential,Active,2022-11-03,-1.94751,30.033378
CUST-000570,Gasabo,Nduba,Gasanze,Residential,Active,2024-08-29,-1.900675,30.15892
CUST-000571,Gasabo,Kinyinya,Gacuriro,Residential,Active,2023-05-09,-1.893533,30.102759
CUST-000572,Nyarugenge,Mageragere,Kankuba,Residential,Active,2021-01-28,-1.929551,30.105816
CUST-000573,Nyarugenge,Mageragere,Kavumu,Residential,Active,2023-07-20,-1.968176,30.061289
CUST-000574,Gasabo,Rusororo,Kabuga I,Residential,Active,2025-03-20,-1.894977,30.118516
CUST-000575,Gasabo,Jali,Buhiza,Residential,Active,2020-06-11,-1.875616,30.132874
CUST-000576,Gasabo,Jabana,Akamatamu,Residential,Suspended,2025-07-06,-1.884624,30.127197
CUST-000577,Kicukiro,Nyarugunga,Nonko,Residential,Active,2025-08-15,-1.889977,30.071465
CUST-000578,Kicukiro,Gahanga,Kagasa,Residential,Active,2022-04-05,-1.982508,30.111935
CUST-000579,Kicukiro,Gahanga,Gahanga,Residential,Active,2025-08-11,-2.005522,30.096583
CUST-000580,Nyarugenge,Mageragere,Kankuba,Residential,Active,2021-01-16,-1.930075,30.039749
CUST-000581,Nyarugenge,Nyakabanda,Munanira II,Residential,Active,2023-07-17,-1.941242,30.06819
CUST-000582,Kicukiro,Masaka,Gitaraga,Residential,Active,2023-11-17,-1.985313,30.097384
CUST-000583,Nyarugenge,Kanyinya,Taba,Residential,Active,2024-08-13,-1.962362,30.025724
CUST-000584,Nyarugenge,Muhima,Tetero,Residential,Active,2022-10-14,-1.941829,30.070984
CUST-000585,Gasabo,Bumbogo,Mvuzo,Residential,Active,2021-02-18,-1.882849,30.122953
CUST-000586,Gasabo,Bumbogo,Ngara,Residential,Active,2020-07-24,-1.921266,30.153111
CUST-000587,Gasabo,Rutunga,Gasabo,Residential,Suspended,2025-12-25,-1.884948,30.110817
CUST-000588,Nyarugenge,Mageragere,Kavumu,Public Taps,Active,2024-08-11,-1.98661,30.066221
CUST-000589,Gasabo,Gisozi,Ruhango,Residential,Active,2022-03-26,-1.86704,30.101788
CUST-000590,Kicukiro,Gahanga,Rwabutenge,Public Taps,Active,2021-10-02,-2.002758,30.0844
CUST-000591,Kicukiro,Gahanga,Murinja,Residential,Active,2024-06-10,-1.96855,30.080115
CUST-000592,Kicukiro,Niboye,Gatare,Residential,Active,2025-08-08,-1.982744,30.114031
CUST-000593,Gasabo,Gisozi,Ruhango,Residential,Active,2020-09-16,-1.870671,30.109426
CUST-000594,Gasabo,Rusororo,Kinyana,Residential,Active,2022-10-15,-1.86828,30.13278
CUST-000595,Kicukiro,Masaka,Rusheshe,Residential,Active,2024-04-12,-1.986264,30.078592
CUST-000596,Kicukiro,Gikondo,Kanserege,Residential,Active,2020-06-22,-1.98173,30.092036
CUST-000597,Kicukiro,Masaka,Gitaraga,Residential,Active,2020-06-30,-1.997792,30.077698
CUST-000598,Gasabo,Rusororo,Bisenga,Residential,Active,2021-03-03,-1.913831,30.153823
CUST-000599,Nyarugenge,Nyakabanda,Nyakabanda I,Residential,Active,2021-12-17,-1.980061,30.11588
CUST-000600,Gasabo,Gatsata,Nyamugari,Residential,Active,2025-12-25,-1.887072,30.070419
CUST-000601,Kicukiro,Gatenga,Karambo,Residential,Active,2024-08-05,-1.981163,30.108244
CUST-000602,Kicukiro,Kagarama,Kanserege,Public Taps,Active,2021-10-01,-1.977128,30.144618
CUST-000603,Gasabo,Ndera,Masoro,Public Taps,Active,2025-02-01,-1.903258,30.171449
CUST-000604,Gasabo,Nduba,Gasura,Residential,Active,2021-02-09,-1.887912,30.111214
CUST-000605,Gasabo,Jabana,Bweramvura,Residential,Suspended,2025-12-04,-1.847745,30.149452
CUST-000606,Gasabo,Jabana,Akamatamu,Residential,Active,2024-06-20,-1.904664,30.159859
CUST-000607,Gasabo,Kinyinya,Gacuriro,Residential,Active,2025-07-15,-1.956129,30.128018
CUST-000608,Kicukiro,Gahanga,Gahanga,Residential,Active,2025-03-10,-1.975603,30.1005
CUST-000609,Kicukiro,Gahanga,Kagasa,Residential,Disconnected,2021-12-05,-1.948901,30.130481
CUST-000610,Gasabo,Kinyinya,Kagugu,Residential,Active,2020-08-25,-1.897797,30.137004
CUST-000611,Gasabo,Bumbogo,Ngara,Residential,Active,2023-06-04,-1.878327,30.150841
CUST-000612,Kicukiro,Gahanga,Rwabutenge,Residential,Active,2023-05-06,-2.007486,30.081569
CUST-000613,Gasabo,Gisozi,Musezero,Residential,Active,2023-04-16,-1.847061,30.129573
CUST-000614,Kicukiro,Gahanga,Rwabutenge,Residential,Active,2022-12-27,-1.955237,30.13226
CUST-000615,Gasabo,Rusororo,Kinyana,Residential,Active,2022-10-23,-1.89582,30.159015
CUST-000616,Nyarugenge,Mageragere,Runzenze,Residential,Active,2021-07-10,-1.983538,30.03595
CUST-000617,Nyarugenge,Mageragere,Nyarurenzi,Residential,Active,2022-12-01,-1.948831,30.016482
CUST-000618,Gasabo,Kinyinya,Gacuriro,Residential,Active,2022-10-26,-1.925543,30.13061
CUST-000619,Gasabo,Kinyinya,Murama,Residential,Transferred,2020-09-27,-1.873983,30.103422
CUST-000620,Gasabo,Kinyinya,Gasharu,Residential,Active,2021-08-23,-1.855941,30.085194
CUST-000621,Gasabo,Rusororo,Nyagahinga,Residential,Active,2024-09-20,-1.924791,30.101626
CUST-000622,Gasabo,Gikomero,Gicaca,Residential,Active,2025-08-27,-1.904652,30.151398
CUST-000623,Gasabo,Rusororo,Kabuga I,Industries,Active,2022-03-11,-1.87401,30.120104
CUST-000624,Kicukiro,Gatenga,Nyanza,Residential,Transferred,2024-09-06,-2.007557,30.09623
CUST-000625,Gasabo,Kimihurura,Kamukina,Non-Residential,Active,2022-08-01,-1.871576,30.14725
CUST-000626,Kicukiro,Masaka,Rusheshe,Non-Residential,Active,2023-09-21,-1.989411,30.097148
CUST-000627,Nyarugenge,Nyakabanda,Munanira II,Residential,Active,2020-04-03,-1.929275,30.0284
CUST-000628,Gasabo,Rutunga,Kibenga,Residential,Active,2022-01-20,-1.889742,30.155473
CUST-000629,Gasabo,Gikomero,Kibara,Residential,Active,2021-11-09,-1.878403,30.170704
CUST-000630,Gasabo,Jali,Buhiza,Residential,Disconnected,2020-09-20,-1.875144,30.138304
CUST-000631,Gasabo,Rutunga,Indatemwa,Residential,Active,2020-05-11,-1.816884,30.113377
CUST-000632,Gasabo,Nduba,Muremure,Public Taps,Active,2023-10-29,-1.87969,30.148282
CUST-000633,Gasabo,Nduba,Muremure,Residential,Active,2024-09-16,-1.933966,30.16706
CUST-000634,Nyarugenge,Nyamirambo,Mumena,Residential,Active,2020-05-02,-1.966444,30.007602
CUST-000635,Nyarugenge,Nyarugenge,Rwampara,Residential,Active,2021-12-17,-2.014625,30.037639
CUST-000636,Gasabo,Kacyiru,Kibaza,Residential,Active,2021-08-23,-1.889201,30.115207
CUST-000637,Nyarugenge,Gitega,Gacyamo,Residential,Active,2024-01-15,-1.960373,30.060683
CUST-000638,Gasabo,Remera,Nyarutarama,Residential,Active,2024-04-06,-1.909334,30.07568
CUST-000639,Nyarugenge,Nyamirambo,Rugarama,Residential,Active,2025-02-04,-1.966,30.098614
CUST-000640,Nyarugenge,Muhima,Tetero,Non-Residential,Active,2025-04-02,-1.952694,30.037304
CUST-000641,Kicukiro,Masaka,Cyimo,Residential,Active,2022-04-17,-1.95792,30.122818
CUST-000642,Gasabo,Kimironko,Bibare,Residential,Disconnected,2025-08-07,-1.835559,30.148975
CUST-000643,Gasabo,Gisozi,Ruhango,Residential,Active,2022-04-24,-1.933154,30.137749
CUST-000644,Kicukiro,Kicukiro,Kicukiro,Residential,Active,2023-05-11,-1.930768,30.142475
CUST-000645,Gasabo,Bumbogo,Mvuzo,Residential,Active,2021-06-28,-1.885576,30.122377
CUST-000646,Gasabo,Gatsata,Karuruma,Residential,Active,2025-03-12,-1.891324,30.102992
CUST-000647,Kicukiro,Kanombe,Rubirizi,Residential,Active,2022-10-21,-2.032568,30.086426
CUST-000648,Gasabo,Jabana,Ngiryi,Residential,Active,2024-05-07,-1.865832,30.123581
CUST-000649,Gasabo,Nduba,Gatunga,Residential,Active,2020-07-22,-1.928799,30.09519
CUST-000650,Gasabo,Kinyinya,Gacuriro,Residential,Active,2023-05-04,-1.879658,30.122247
CUST-000651,Nyarugenge,Kanyinya,Taba,Residential,Suspended,2025-06-25,-1.929385,30.115798
CUST-000652,Kicukiro,Gatenga,Nyanza,Residential,Active,2021-07-16,-2.009669,30.101081
CUST-000653,Gasabo,Gikomero,Murambi,Residential,Active,2020-03-28,-1.851466,30.169008
CUST-000654,Kicukiro,Kicukiro,Ngoma,Residential,Active,2021-09-03,-1.982219,30.066074
CUST-000655,Gasabo,Gikomero,Kibara,Residential,Suspended,2020-10-27,-1.880832,30.11442
CUST-000656,Gasabo,Kimironko,Nyagatovu,Residential,Active,2022-11-26,-1.895673,30.163279
CUST-000657,Gasabo,Gisozi,Ruhango,Residential,Active,2022-09-05,-1.865992,30.13357
CUST-000658,Gasabo,Bumbogo,Nyabikenke,Residential,Active,2020-07-26,-1.907178,30.105131
CUST-000659,Nyarugenge,Nyakabanda,Nyakabanda II,Residential,Active,2023-05-23,-1.984132,30.08841
CUST-000660,Kicukiro,Kanombe,Karama,Non-Residential,Active,2020-08-28,-2.001935,30.092914
CUST-000661,Gasabo,Bumbogo,Mvuzo,Residential,Active,2023-05-03,-1.890655,30.143737
CUST-000662,Kicukiro,Gatenga,Nyanza,Residential,Suspended,2023-06-21,-2.030379,30.116064
CUST-000663,Nyarugenge,Muhima,Amahoro,Residential,Disconnected,2021-04-26,-1.96185,30.077817
CUST-000664,Gasabo,Kacyiru,Kamutwa,Residential,Disconnected,2025-07-25,-1.896095,30.138511
CUST-000665,Gasabo,Rutunga,Indatemwa,Residential,Active,2023-04-29,-1.821244,30.105937
CUST-000666,Kicukiro,Gatenga,Karambo,Residential,Active,2025-02-10,-1.972301,30.065024
CUST-000667,Gasabo,Jabana,Ngiryi,Non-Residential,Active,2024-01-21,-1.903514,30.104607
CUST-000668,Gasabo,Nduba,Gasanze,Residential,Disconnected,2025-07-18,-1.866665,30.133915
CUST-000669,Gasabo,Kimihurura,Kamukina,Residential,Active,2021-01-03,-1.912605,30.159303
CUST-000670,Gasabo,Gikomero,Gasagara,Residential,Suspended,2023-07-01,-1.837108,30.126425
CUST-000671,Gasabo,Kacyiru,Kamutwa,Residential,Active,2020-08-26,-1.911339,30.105869
CUST-000672,Nyarugenge,Nyarugenge,Agatare,Residential,Active,2020-10-26,-1.963242,30.090353
CUST-000673,Gasabo,Gikomero,Kibara,Residential,Active,2023-12-23,-1.847291,30.137684
CUST-000674,Nyarugenge,Rwezamenyo,Kabuguru I,Residential,Suspended,2025-02-19,-1.974297,30.067354
CUST-000675,Kicukiro,Masaka,Ayabaraya,Residential,Active,2021-10-31,-1.961669,30.124523
CUST-000676,Gasabo,Rutunga,Kacyatwa,Residential,Active,2020-09-22,-1.853359,30.110614
CUST-000677,Nyarugenge,Kanyinya,Nyamweru,Residential,Active,2021-05-20,-1.969819,30.095379
CUST-000678,Gasabo,Kacyiru,Kamutwa,Residential,Active,2024-07-02,-1.956723,30.131933
CUST-000679,Gasabo,Nduba,Shango,Residential,Active,2025-01-01,-1.897151,30.169714
CUST-000680,Kicukiro,Kigarama,Bwerankori,Residential,Active,2025-07-18,-2.000213,30.153558
CUST-000681,Nyarugenge,Kimisagara,Kamuhoza,Residential,Active,2021-12-21,-1.960058,30.043187
CUST-000682,Nyarugenge,Rwezamenyo,Rwezamenyo I,Residential,Active,2020-07-17,-2.0189,30.067526
CUST-000683,Nyarugenge,Muhima,Rugenge,Residential,Active,2022-03-18,-1.963678,30.040792
CUST-000684,Gasabo,Ndera,Masoro,Residential,Active,2020-10-03,-1.919986,30.050475
CUST-000685,Gasabo,Kacyiru,Kamutwa,Residential,Active,2023-04-09,-1.86869,30.136421
CUST-000686,Gasabo,Rusororo,Nyagahinga,Residential,Active,2023-08-03,-1.919406,30.084977
CUST-000687,Nyarugenge,Nyarugenge,Biryogo,Residential,Active,2023-02-23,-1.941513,30.055706
CUST-000688,Nyarugenge,Rwezamenyo,Kabuguru II,Residential,Active,2022-05-25,-1.915655,30.077329
CUST-000689,Gasabo,Bumbogo,Musave,Residential,Active,2024-07-13,-1.856879,30.14729
CUST-000690,Nyarugenge,Nyakabanda,Munanira II,Residential,Active,2021-01-05,-1.965925,30.08218
CUST-000691,Gasabo,Remera,Nyabisindu,Residential,Active,2023-12-29,-1.858019,30.11168
CUST-000692,Gasabo,Kinyinya,Gasharu,Residential,Active,2020-09-15,-1.886696,30.133756
CUST-000693,Gasabo,Kacyiru,Kamatamu,Residential,Active,2020-01-05,-1.888927,30.187847
CUST-000694,Gasabo,Jali,Nyabuliba,Residential,Active,2025-09-11,-1.898503,30.149145
CUST-000695,Nyarugenge,Mageragere,Kankuba,Residential,Active,2022-12-16,-1.895469,30.022326
CUST-000696,Gasabo,Jali,Nkusi,Residential,Active,2025-02-09,-1.835437,30.068344
CUST-000697,Gasabo,Rusororo,Gasagara,Residential,Active,2024-12-16,-1.883457,30.136074
CUST-000698,Nyarugenge,Kigali,Nyabugogo,Residential,Suspended,2021-11-04,-2.01158,30.109924
CUST-000699,Gasabo,Nduba,Butare,Residential,Active,2020-01-30,-1.871298,30.211414
CUST-000700,Gasabo,Remera,Rukiri I,Residential,Active,2022-11-04,-1.955225,30.130003
CUST-000701,Gasabo,Kinyinya,Gasharu,Residential,Active,2025-11-02,-1.870333,30.176478
CUST-000702,Gasabo,Bumbogo,Musave,Residential,Active,2022-06-21,-1.890245,30.144131
CUST-000703,Gasabo,Ndera,Rudashya,Residential,Disconnected,2024-08-27,-1.873966,30.11785
CUST-000704,Gasabo,Jali,Nkusi,Residential,Active,2025-09-09,-1.843729,30.150633
CUST-000705,Nyarugenge,Kanyinya,Taba,Residential,Active,2024-09-29,-1.986898,30.071392
CUST-000706,Kicukiro,Gahanga,Nunga,Residential,Active,2021-07-29,-1.968522,30.128714
CUST-000707,Kicukiro,Gikondo,Kanserege,Industries,Active,2022-04-10,-1.964891,30.096441
CUST-000708,Kicukiro,Kanombe,Busanza,Residential,Active,2022-10-31,-1.983124,30.11915
CUST-000709,Gasabo,Nduba,Gasura,Residential,Active,2021-05-04,-1.871789,30.106885
CUST-000710,Gasabo,Ndera,Masoro,Residential,Active,2025-09-03,-1.84808,30.118741
CUST-000711,Kicukiro,Niboye,Nyakabanda,Residential,Suspended,2024-08-31,-1.98255,30.062515
CUST-000712,Nyarugenge,Mageragere,Kankuba,Residential,Active,2023-08-11,-1.997902,30.060124
CUST-000713,Gasabo,Gikomero,Munini,Residential,Active,2022-12-29,-1.897821,30.085703
CUST-000714,Gasabo,Ndera,Bwiza,Residential,Active,2020-01-13,-1.91715,30.115781
CUST-000715,Gasabo,Nduba,Gasanze,Residential,Active,2021-01-11,-1.813472,30.107735
CUST-000716,Gasabo,Rusororo,Kabuga II,Residential,Active,2025-01-11,-1.908379,30.171021
CUST-000717,Gasabo,Gikomero,Kibara,Residential,Active,2023-05-11,-1.926112,30.153582
CUST-000718,Gasabo,Rusororo,Mbandazi,Residential,Active,2024-07-22,-1.892815,30.126208
CUST-000719,Gasabo,Rutunga,Gasabo,Industries,Active,2025-07-11,-1.884836,30.139174
CUST-000720,Nyarugenge,Mageragere,Kankuba,Non-Residential,Active,2025-03-10,-1.997651,30.106495
CUST-000721,Gasabo,Bumbogo,Nyabikenke,Residential,Active,2025-07-19,-1.872476,30.11356
CUST-000722,Gasabo,Jabana,Kabuye,Residential,Active,2020-10-23,-1.880092,30.097012
CUST-000723,Gasabo,Kacyiru,Kibaza,Residential,Active,2021-09-23,-1.882881,30.131625
CUST-000724,Kicukiro,Nyarugunga,Nonko,Residential,Active,2025-10-06,-1.962098,30.099589
CUST-000725,Nyarugenge,Kigali,Nyabugogo,Public Taps,Disconnected,2023-09-30,-1.939524,30.093846
CUST-000726,Nyarugenge,Nyarugenge,Agatare,Residential,Active,2024-03-02,-1.98473,30.045817
CUST-000727,Gasabo,Rutunga,Kigabiro,Residential,Active,2021-05-19,-1.892398,30.1623
CUST-000728,Kicukiro,Gatenga,Nyarurama,Residential,Active,2022-06-13,-1.954627,30.084193
CUST-000729,Gasabo,Bumbogo,Mvuzo,Residential,Active,2023-08-27,-1.872952,30.152761
CUST-000730,Nyarugenge,Nyarugenge,Agatare,Residential,Active,2025-06-26,-2.011872,30.054344
CUST-000731,Nyarugenge,Rwezamenyo,Rwezamenyo I,Residential,Active,2023-04-12,-1.961049,30.020945
CUST-000732,Nyarugenge,Kigali,Ruriba,Residential,Active,2021-06-22,-1.945103,30.08293
CUST-000733,Gasabo,Kinyinya,Gacuriro,Residential,Active,2022-03-06,-1.872048,30.151234
CUST-000734,Kicukiro,Masaka,Ayabaraya,Residential,Active,2023-07-06,-1.94238,30.132946
CUST-000735,Gasabo,Gisozi,Ruhango,Residential,Active,2021-08-01,-1.850929,30.160686
CUST-000736,Gasabo,Rusororo,Nyagahinga,Residential,Active,2024-03-02,-1.901661,30.088982
CUST-000737,Gasabo,Jali,Agateko,Residential,Active,2024-03-19,-1.904283,30.175906
CUST-000738,Kicukiro,Kagarama,Kanserege,Residential,Active,2022-07-09,-1.935997,30.059922
CUST-000739,Gasabo,Gikomero,Gicaca,Residential,Active,2024-01-08,-1.872556,30.109356
CUST-000740,Gasabo,Jabana,Kabuye,Residential,Active,2022-01-01,-1.881267,30.180491
CUST-000741,Nyarugenge,Mageragere,Mataba,Residential,Active,2020-02-18,-1.967821,30.07555
CUST-000742,Nyarugenge,Mageragere,Nyarurenzi,Residential,Active,2025-11-09,-1.990927,30.101008
CUST-000743,Kicukiro,Gikondo,Kanserege,Residential,Active,2021-01-01,-2.016752,30.088013
CUST-000744,Kicukiro,Nyarugunga,Nonko,Residential,Active,2020-10-01,-1.987605,30.12163
CUST-000745,Kicukiro,Nyarugunga,Nonko,Residential,Active,2022-07-16,-1.976901,30.112365
CUST-000746,Gasabo,Remera,Nyarutarama,Residential,Active,2024-07-20,-1.868688,30.126588
CUST-000747,Kicukiro,Gahanga,Kagasa,Residential,Active,2022-03-05,-1.969596,30.042583
CUST-000748,Gasabo,Gikomero,Kibara,Residential,Active,2020-02-15,-1.925596,30.162691
CUST-000749,Nyarugenge,Kimisagara,Kimisagara,Residential,Active,2022-08-27,-1.961637,30.090479
CUST-000750,Nyarugenge,Mageragere,Runzenze,Residential,Active,2022-05-27,-1.962209,30.042115
CUST-000751,Gasabo,Bumbogo,Ngara,Residential,Active,2024-07-15,-1.870891,30.193271
CUST-000752,Gasabo,Jabana,Ngiryi,Non-Residential,Active,2023-09-05,-1.911672,30.119202
CUST-000753,Nyarugenge,Kigali,Mwendo,Residential,Active,2021-04-15,-2.042972,30.057672
CUST-000754,Kicukiro,Niboye,Gatare,Residential,Active,2022-03-11,-1.967462,30.128046
CUST-000755,Gasabo,Jabana,Kabuye,Residential,Active,2024-09-01,-1.874094,30.143455
CUST-000756,Gasabo,Gikomero,Kibara,Residential,Active,2022-08-01,-1.888136,30.112814
CUST-000757,Kicukiro,Niboye,Nyakabanda,Residential,Active,2025-11-16,-1.973861,30.073008
CUST-000758,Gasabo,Rusororo,Mbandazi,Residential,Active,2025-02-28,-1.86351,30.16599
CUST-000759,Nyarugenge,Kanyinya,Taba,Residential,Active,2020-07-24,-2.021765,30.073202
CUST-000760,Nyarugenge,Nyakabanda,Nyakabanda II,Residential,Active,2024-01-09,-1.987468,30.055923
CUST-000761,Kicukiro,Kicukiro,Kagina,Residential,Active,2021-09-03,-1.941863,30.057745
CUST-000762,Gasabo,Ndera,Bwiza,Residential,Active,2020-08-01,-1.889425,30.183612
CUST-000763,Gasabo,Ndera,Rudashya,Residential,Active,2023-07-25,-1.900743,30.096168
CUST-000764,Nyarugenge,Kigali,Rwesero,Residential,Active,2021-01-26,-1.927483,30.019783
CUST-000765,Gasabo,Bumbogo,Ngara,Residential,Active,2021-10-10,-1.919627,30.116405
CUST-000766,Gasabo,Remera,Rukiri II,Residential,Active,2022-07-17,-1.911868,30.099913
CUST-000767,Gasabo,Bumbogo,Kinyaga,Residential,Active,2023-08-26,-1.909318,30.119929
CUST-000768,Gasabo,Nduba,Gasanze,Residential,Active,2021-02-01,-1.929748,30.159282
CUST-000769,Kicukiro,Kanombe,Kabeza,Residential,Active,2024-03-08,-2.004389,30.079931
CUST-000770,Nyarugenge,Rwezamenyo,Kabuguru I,Residential,Active,2025-11-23,-1.921459,30.059184
CUST-000771,Gasabo,Bumbogo,Mvuzo,Residential,Active,2022-11-30,-1.892529,30.182125
CUST-000772,Nyarugenge,Gitega,Akabeza,Residential,Active,2021-08-27,-1.956602,30.092131
CUST-000773,Nyarugenge,Mageragere,Mataba,Residential,Active,2021-11-22,-1.974665,30.091274
CUST-000774,Gasabo,Gatsata,Nyamugari,Residential,Active,2022-11-28,-1.940237,30.080293
CUST-000775,Kicukiro,Gahanga,Kagasa,Industries,Active,2025-11-28,-1.960684,30.154363
CUST-000776,Kicukiro,Kanombe,Karama,Residential,Active,2024-10-03,-1.95206,30.094376
CUST-000777,Nyarugenge,Nyarugenge,Rwampara,Residential,Active,2020-01-17,-1.961295,30.104683
CUST-000778,Gasabo,Remera,Nyarutarama,Industries,Active,2024-03-18,-1.876626,30.118509
CUST-000779,Nyarugenge,Nyamirambo,Mumena,Residential,Active,2021-11-01,-1.985818,30.084458
CUST-000780,Kicukiro,Gahanga,Kagasa,Residential,Active,2023-07-12,-2.001184,30.026189
CUST-000781,Nyarugenge,Mageragere,Ntungamo,Residential,Active,2021-09-04,-1.946017,30.087272
CUST-000782,Nyarugenge,Nyakabanda,Nyakabanda II,Residential,Active,2022-11-19,-1.976987,30.048194
CUST-000783,Kicukiro,Kicukiro,Kicukiro,Residential,Active,2022-05-26,-1.961425,30.109233
CUST-000784,Nyarugenge,Mageragere,Runzenze,Residential,Active,2021-02-09,-1.993026,30.064883
CUST-000785,Gasabo,Bumbogo,Musave,Residential,Active,2023-01-20,-1.851737,30.158057
CUST-000786,Gasabo,Rusororo,Nyagahinga,Residential,Active,2021-03-04,-1.873974,30.159448
CUST-000787,Gasabo,Rusororo,Gasagara,Residential,Active,2020-02-20,-1.845867,30.074436
CUST-000788,Kicukiro,Gahanga,Kagasa,Residential,Active,2023-11-02,-2.006471,30.088869
CUST-000789,Gasabo,Jabana,Ngiryi,Residential,Active,2023-12-16,-1.894833,30.169664
CUST-000790,Gasabo,Jali,Buhiza,Residential,Active,2024-04-28,-1.896232,30.119078
CUST-000791,Gasabo,Gikomero,Gasagara,Residential,Active,2022-05-09,-1.883511,30.176823
CUST-000792,Gasabo,Bumbogo,Kinyaga,Residential,Active,2022-01-10,-1.885519,30.161323
CUST-000793,Gasabo,Rusororo,Kabuga II,Residential,Active,2020-03-03,-1.955957,30.152105
CUST-000794,Gasabo,Rusororo,Bisenga,Residential,Active,2021-02-15,-1.908937,30.098477
CUST-000795,Kicukiro,Gikondo,Kanserege,Residential,Active,2023-02-10,-1.986653,30.096543
CUST-000796,Gasabo,Ndera,Rudashya,Residential,Active,2020-03-13,-1.903611,30.096472
CUST-000797,Kicukiro,Kanombe,Kabeza,Residential,Active,2021-09-13,-1.986444,30.083332
CUST-000798,Kicukiro,Nyarugunga,Nonko,Residential,Active,2025-01-31,-1.974342,30.079686
CUST-000799,Kicukiro,Nyarugunga,Kamashashi,Residential,Active,2025-04-20,-2.049391,30.114506
CUST-000800,Kicukiro,Gatenga,Karambo,Residential,Active,2021-02-26,-2.00339,30.146001
CUST-000801,Kicukiro,Kanombe,Kabeza,Residential,Active,2023-05-01,-1.983907,30.102047
CUST-000802,Gasabo,Rusororo,Ruhanga,Residential,Active,2020-03-22,-1.921249,30.070295
CUST-000803,Gasabo,Jabana,Kidashya,Residential,Active,2025-09-03,-1.897369,30.154424
CUST-000804,Gasabo,Rutunga,Kigabiro,Residential,Active,2023-02-21,-1.913363,30.050763
CUST-000805,Nyarugenge,Nyakabanda,Nyakabanda II,Public Taps,Active,2023-05-15,-1.975105,30.031022
CUST-000806,Nyarugenge,Kimisagara,Kimisagara,Non-Residential,Active,2020-07-27,-1.9749,30.104975
CUST-000807,Nyarugenge,Muhima,Nyabugogo,Residential,Active,2023-01-21,-1.980421,30.068985
CUST-000808,Gasabo,Jabana,Kidashya,Residential,Disconnected,2022-11-13,-1.861568,30.146487
CUST-000809,Gasabo,Bumbogo,Mvuzo,Residential,Active,2025-04-06,-1.871302,30.065511
CUST-000810,Kicukiro,Kicukiro,Kicukiro,Residential,Active,2023-09-03,-1.95328,30.067148
CUST-000811,Gasabo,Rusororo,Ruhanga,Residential,Active,2022-07-28,-1.910364,30.112135
CUST-000812,Nyarugenge,Rwezamenyo,Kabuguru II,Residential,Active,2021-08-03,-1.965592,30.059009
CUST-000813,Gasabo,Kinyinya,Gasharu,Residential,Active,2020-07-23,-1.872732,30.188754
CUST-000814,Nyarugenge,Kigali,Ruriba,Residential,Active,2024-03-07,-1.993058,30.028982
CUST-000815,Gasabo,Nduba,Gasanze,Residential,Active,2024-05-16,-1.864163,30.111688
